1	980	1020	1	1
1	1980	2020	1	2
1	2980	3020	1	1
1	3980	4020	1	1
1	4980	5020	2	1
1	5980	6020	1	0
1	6980	7020	1	1
1	7980	8020	1	1
1	8980	9020	1	1
1	9980	10020	1	1
1	10980	11020	1	1
1	11980	12020	1	1
1	12980	13020	1	1
1	13980	14020	1	1
1	14980	15020	1	1
1	15980	16020	1	4
1	16980	17020	1	0
1	17980	18020	1	0
1	18980	19020	1	1
1	19980	20020	1	0
1	20980	21020	2	1
1	21980	22020	1	1
1	22980	23020	1	1
1	23980	24020	1	1
1	24980	25020	1	1
1	25980	26020	1	1
1	26980	27020	1	1
1	27980	28020	1	1
1	28980	29020	1	1
1	29980	30020	1	1
1	30980	31020	1	1
1	31980	32020	1	1
1	32980	33020	1	1
1	33980	34020	1	1
1	34980	35020	2	1
1	35980	36020	1	1
1	36980	37020	1	1
1	37980	38020	1	1
1	38980	39020	1	1
1	39980	40020	1	1
1	40980	41020	1	1
1	41980	42020	1	1
1	42980	43020	1	1
1	43980	44020	1	2
1	44980	45020	1	1
1	45980	46020	1	1
1	46980	47020	1	1
1	47980	48020	1	1
1	48980	49020	1	1
1	49980	50020	1	2
1	50980	51020	2	2
1	51980	52020	1	1
1	52980	53020	1	0
1	53980	54020	1	1
1	54980	55020	1	1
1	55980	56020	1	3
1	56980	57020	1	2
1	57980	58020	1	1
1	58980	59020	1	0
1	59980	60020	1	2
1	60980	61020	1	1
1	61980	62020	1	1
1	62980	63020	1	1
1	63980	64020	1	1
1	64980	65020	1	1
1	65980	66020	1	1
1	66980	67020	1	0
1	67980	68020	1	1
1	68980	69020	1	0
1	69980	70020	1	1
1	70980	71020	1	1
1	71980	72020	1	0
1	72980	73020	1	1
1	73980	74020	1	1
1	74980	75020	1	0
1	75980	76020	1	1
1	76980	77020	1	1
1	77980	78020	1	1
1	78980	79020	1	0
1	79980	80020	1	1
1	80980	81020	1	1
1	81980	82020	1	1
1	82980	83020	1	1
1	83980	84020	1	1
1	84980	85020	1	0
1	85980	86020	1	1
1	86980	87020	1	0
1	87980	88020	1	0
1	88980	89020	1	1
1	89980	90020	1	1
1	90980	91020	1	1
1	91980	92020	1	1
1	92980	93020	1	1
1	93980	94020	1	0
1	94980	95020	1	1
1	95980	96020	1	2
1	96980	97020	1	1
1	97980	98020	1	1
1	98980	99020	1	1
1	99980	100020	2	1
1	100980	101020	1	1
1	101980	102020	1	0
1	102980	103020	1	1
1	103980	104020	1	1
1	104980	105020	1	1
1	105980	106020	1	1
1	106980	107020	1	0
1	107980	108020	1	1
1	108980	109020	1	0
1	109980	110020	1	1
1	110980	111020	1	1
1	111980	112020	1	1
1	112980	113020	2	2
1	113980	114020	1	1
1	114980	115020	1	0
1	115980	116020	1	1
1	116980	117020	1	1
1	117980	118020	1	1
1	118980	119020	1	1
1	119980	120020	1	1
1	120980	121020	1	0
1	121980	122020	1	1
1	122980	123020	1	1
1	123980	124020	1	1
1	124980	125020	1	0
1	125980	126020	1	1
1	126980	127020	1	1
1	127980	128020	1	1
1	128980	129020	1	1
1	129980	130020	1	1
1	130980	131020	1	1
1	131980	132020	1	0
1	132980	133020	1	0
1	133980	134020	1	1
1	134980	135020	1	1
1	135980	136020	1	1
1	136980	137020	1	1
1	137980	138020	1	1
1	138980	139020	1	1
1	139980	140020	1	1
1	140980	141020	1	1
1	141980	142020	1	0
1	142980	143020	1	1
1	143980	144020	1	1
1	144980	145020	1	0
1	145980	146020	1	1
1	146980	147020	1	1
1	147980	148020	1	1
1	148980	149020	1	1
1	149980	150020	1	1
1	150980	151020	1	1
1	151980	152020	1	1
1	152980	153020	1	1
1	153980	154020	1	0
1	154980	155020	1	0
1	155980	156020	1	1
1	156980	157020	1	1
1	157980	158020	1	1
1	158980	159020	1	1
1	159980	160020	1	0
1	160980	161020	1	1
1	161980	162020	1	1
1	162980	163020	1	0
1	163980	164020	1	0
1	164980	165020	1	1
1	165980	166020	1	1
1	166980	167020	1	1
1	167980	168020	1	0
1	168980	169020	1	1
1	169980	170020	1	0
1	170980	171020	1	1
1	171980	172020	1	1
1	172980	173020	1	1
1	173980	174020	1	1
1	174980	175020	1	1
